Date,Ticker,Prediction
2026-07-09,VDC,241.55118343361193
2026-03-06,VDE,158.86756844557246
2026-03-09,VDE,158.89061217869795
2026-03-10,VDE,158.9138680166671
2026-03-11,VDE,158.93703594286217
2026-03-12,VDE,158.9602384212183
2026-03-13,VDE,158.98343228266293
2026-03-16,VDE,159.00662810884214
2026-03-17,VDE,159.0298235077938
2026-03-18,VDE,159.0530189976163
2026-03-19,VDE,159.0762144682593
2026-03-20,VDE,159.0994099429404
2026-03-23,VDE,159.1226054167713
2026-03-24,VDE,159.14580089078135
2026-03-25,VDE,159.1689963647536
2026-03-26,VDE,159.19219183873383
2026-03-27,VDE,159.21538731271238
2026-03-30,VDE,159.23858278669127
2026-03-31,VDE,159.2617782606701
2026-04-01,VDE,159.28497373464896
2026-04-02,VDE,159.3081692086278
2026-04-03,VDE,159.33136468260662
2026-04-06,VDE,159.35456015658545
2026-04-07,VDE,159.3777556305643
2026-04-08,VDE,159.40095110454314
2026-04-09,VDE,159.42414657852197
2026-04-10,VDE,159.4473420525008
2026-04-13,VDE,159.47053752647966
2026-04-14,VDE,159.4937330004585
2026-04-15,VDE,159.51692847443732
2026-04-16,VDE,159.54012394841615
2026-04-17,VDE,159.563319422395
2026-04-20,VDE,159.58651489637384
2026-04-21,VDE,159.60971037035267
2026-04-22,VDE,159.63290584433153
2026-04-23,VDE,159.65610131831036
2026-04-24,VDE,159.6792967922892
2026-04-27,VDE,159.70249226626802
2026-04-28,VDE,159.72568774024688
2026-04-29,VDE,159.7488832142257
2026-04-30,VDE,159.77207868820454
2026-05-01,VDE,159.79527416218338
2026-05-04,VDE,159.81846963616223
2026-05-05,VDE,159.84166511014107
2026-05-06,VDE,159.8648605841199
2026-05-07,VDE,159.88805605809873
2026-05-08,VDE,159.91125153207759
2026-05-11,VDE,159.93444700605642
2026-05-12,VDE,159.95764248003525
2026-05-13,VDE,159.9808379540141
2026-05-14,VDE,160.00403342799294
2026-05-15,VDE,160.02722890197177
2026-05-18,VDE,160.0504243759506
2026-05-19,VDE,160.07361984992946
2026-05-20,VDE,160.0968153239083
2026-05-21,VDE,160.12001079788712
2026-05-22,VDE,160.14320627186595
2026-05-25,VDE,160.1664017458448
2026-05-26,VDE,160.18959721982364
2026-05-27,VDE,160.21279269380247
2026-05-28,VDE,160.2359881677813
2026-05-29,VDE,160.25918364176016
2026-06-01,VDE,160.282379115739
2026-06-02,VDE,160.30557458971782
2026-06-03,VDE,160.32877006369668
2026-06-04,VDE,160.3519655376755
2026-06-05,VDE,160.37516101165434
2026-06-08,VDE,160.39835648563317
2026-06-09,VDE,160.42155195961203
2026-06-10,VDE,160.44474743359086
2026-06-11,VDE,160.4679429075697
2026-06-12,VDE,160.49113838154852
2026-06-15,VDE,160.51433385552738
2026-06-16,VDE,160.5375293295062
2026-06-17,VDE,160.56072480348504
2026-06-18,VDE,160.58392027746387
2026-06-19,VDE,160.60711575144273
2026-06-22,VDE,160.63031122542156
2026-06-23,VDE,160.6535066994004
2026-06-24,VDE,160.67670217337925
2026-06-25,VDE,160.69989764735809
2026-06-26,VDE,160.72309312133692
2026-06-29,VDE,160.74628859531575
2026-06-30,VDE,160.7694840692946
2026-07-01,VDE,160.79267954327344
2026-07-02,VDE,160.81587501725227
2026-07-03,VDE,160.8390704912311
2026-07-06,VDE,160.86226596520996
2026-07-07,VDE,160.8854614391888
2026-07-08,VDE,160.90865691316762
2026-07-09,VDE,160.93185238714645
2026-03-06,VFH,126.06736215618515
2026-03-09,VFH,126.09577382610196
2026-03-10,VFH,126.12474346689578
2026-03-11,VFH,126.15352876034595
2026-03-12,VFH,126.18235853138778
2026-03-13,VFH,126.21117904697014
2026-03-16,VFH,126.24000134814558
2026-03-17,VFH,126.26882331290177
2026-03-18,VFH,126.29764534076764
2026-03-19,VFH,126.32646735676418
2026-03-20,VFH,126.35528937500011
2026-03-23,VFH,126.3841113928127
2026-03-24,VFH,126.41293341070538
2026-03-25,VFH,126.44175542858291
2026-03-26,VFH,126.4705774464633
2026-03-27,VFH,126.49939946434316
2026-03-30,VFH,126.5282214822231
2026-03-31,VFH,126.55704350010303
2026-04-01,VFH,126.58586551798297
2026-04-02,VFH,126.61468753586291
2026-04-03,VFH,126.64350955374285
2026-04-06,VFH,126.67233157162278
2026-04-07,VFH,126.70115358950272
2026-04-08,VFH,126.72997560738266
2026-04-09,VFH,126.75879762526259
2026-04-10,VFH,126.78761964314253
2026-04-13,VFH,126.81644166102247
2026-04-14,VFH,126.8452636789024
2026-04-15,VFH,126.87408569678233
2026-04-16,VFH,126.90290771466228
2026-04-17,VFH,126.93172973254221
2026-04-20,VFH,126.96055175042214
2026-04-21,VFH,126.98937376830209
2026-04-22,VFH,127.01819578618202
2026-04-23,VFH,127.04701780406195
2026-04-24,VFH,127.0758398219419
2026-04-27,VFH,127.10466183982183
2026-04-28,VFH,127.13348385770176
2026-04-29,VFH,127.16230587558171
2026-04-30,VFH,127.19112789346164
2026-05-01,VFH,127.21994991134157
2026-05-04,VFH,127.2487719292215
2026-05-05,VFH,127.27759394710145
2026-05-06,VFH,127.30641596498138
2026-05-07,VFH,127.33523798286132
2026-05-08,VFH,127.36406000074126
2026-05-11,VFH,127.3928820186212
2026-05-12,VFH,127.42170403650113
2026-05-13,VFH,127.45052605438107
2026-05-14,VFH,127.479348072261
2026-05-15,VFH,127.50817009014094
2026-05-18,VFH,127.53699210802088
2026-05-19,VFH,127.56581412590081
2026-05-20,VFH,127.59463614378075
2026-05-21,VFH,127.6234581616607
2026-05-22,VFH,127.65228017954063
2026-05-25,VFH,127.68110219742056
2026-05-26,VFH,127.70992421530049
2026-05-27,VFH,127.73874623318044
2026-05-28,VFH,127.76756825106037
2026-05-29,VFH,127.7963902689403
2026-06-01,VFH,127.82521228682025
2026-06-02,VFH,127.85403430470018
2026-06-03,VFH,127.88285632258011
2026-06-04,VFH,127.91167834046006
2026-06-05,VFH,127.94050035833999
2026-06-08,VFH,127.96932237621992
2026-06-09,VFH,127.99814439409987
2026-06-10,VFH,128.0269664119798
2026-06-11,VFH,128.05578842985975
2026-06-12,VFH,128.08461044773966
2026-06-15,VFH,128.1134324656196
2026-06-16,VFH,128.14225448349956
2026-06-17,VFH,128.17107650137947
2026-06-18,VFH,128.19989851925942
2026-06-19,VFH,128.22872053713937
2026-06-22,VFH,128.25754255501928
2026-06-23,VFH,128.28636457289923
2026-06-24,VFH,128.31518659077918
2026-06-25,VFH,128.3440086086591
2026-06-26,VFH,128.37283062653904
2026-06-29,VFH,128.40165264441896
2026-06-30,VFH,128.4304746622989
2026-07-01,VFH,128.45929668017885
2026-07-02,VFH,128.48811869805877
2026-07-03,VFH,128.51694071593872
2026-07-06,VFH,128.54576273381866
2026-07-07,VFH,128.57458475169858
2026-07-08,VFH,128.60340676957853
2026-07-09,VFH,128.63222878745847
2026-03-06,VHT,290.3043388128637
2026-03-09,VHT,290.36738303471657
2026-03-10,VHT,290.43214306889263
2026-03-11,VHT,290.4964757835536
2026-03-12,VHT,290.5609184778889
2026-03-13,VHT,290.62533836112254
2026-03-16,VHT,290.689762695705
2026-03-17,VHT,290.7541861966634
2026-03-18,VHT,290.8186098516631
2026-03-19,VHT,290.8830334783522
2026-03-20,VHT,290.9474571102418
2026-03-23,VHT,291.0118807411758
2026-03-24,VHT,291.07630437228545
2026-03-25,VHT,291.14072800336277
2026-03-26,VHT,291.20515163444605
2026-03-27,VHT,291.26957526552826
2026-03-30,VHT,291.3339988966107
2026-03-31,VHT,291.398422527693
2026-04-01,VHT,291.4628461587754
2026-04-02,VHT,291.52726978985777
2026-04-03,VHT,291.59169342094015
2026-04-06,VHT,291.6561170520225
2026-04-07,VHT,291.7205406831049
2026-04-08,VHT,291.7849643141873
2026-04-09,VHT,291.8493879452696
2026-04-10,VHT,291.913811576352
2026-04-13,VHT,291.97823520743435
2026-04-14,VHT,292.04265883851673
2026-04-15,VHT,292.1070824695991
2026-04-16,VHT,292.1715061006815
2026-04-17,VHT,292.23592973176386
2026-04-20,VHT,292.30035336284624
2026-04-21,VHT,292.36477699392856
2026-04-22,VHT,292.42920062501094
2026-04-23,VHT,292.4936242560933
2026-04-24,VHT,292.5580478871757
2026-04-27,VHT,292.62247151825807
2026-04-28,VHT,292.68689514934044
2026-04-29,VHT,292.7513187804228
2026-04-30,VHT,292.81574241150514
2026-05-01,VHT,292.8801660425875
2026-05-04,VHT,292.9445896736699
2026-05-05,VHT,293.0090133047523
2026-05-06,VHT,293.07343693583465
2026-05-07,VHT,293.137860566917
2026-05-08,VHT,293.2022841979994
2026-05-11,VHT,293.2667078290818
2026-05-12,VHT,293.3311314601641
2026-05-13,VHT,293.3955550912465
2026-05-14,VHT,293.45997872232886
2026-05-15,VHT,293.52440235341123
2026-05-18,VHT,293.5888259844936
2026-05-19,VHT,293.653249615576
2026-05-20,VHT,293.71767324665836
2026-05-21,VHT,293.7820968777407
2026-05-22,VHT,293.84652050882306
2026-05-25,VHT,293.91094413990544
2026-05-26,VHT,293.9753677709878
2026-05-27,VHT,294.0397914020702
2026-05-28,VHT,294.10421503315257
2026-05-29,VHT,294.16863866423495
2026-06-01,VHT,294.2330622953173
2026-06-02,VHT,294.29748592639964
2026-06-03,VHT,294.361909557482
2026-06-04,VHT,294.4263331885644
2026-06-05,VHT,294.4907568196468
2026-06-08,VHT,294.55518045072915
2026-06-09,VHT,294.61960408181153
2026-06-10,VHT,294.6840277128939
2026-06-11,VHT,294.7484513439763
2026-06-12,VHT,294.8128749750586
2026-06-15,VHT,294.877298606141
2026-06-16,VHT,294.94172223722336
2026-06-17,VHT,295.00614586830574
2026-06-18,VHT,295.0705694993881
2026-06-19,VHT,295.1349931304705
2026-06-22,VHT,295.19941676155287
2026-06-23,VHT,295.26384039263525
2026-06-24,VHT,295.32826402371757
2026-06-25,VHT,295.39268765479994
2026-06-26,VHT,295.4571112858823
2026-06-29,VHT,295.5215349169647
2026-06-30,VHT,295.5859585480471
2026-07-01,VHT,295.65038217912945
2026-07-02,VHT,295.71480581021183
2026-07-03,VHT,295.7792294412942
2026-07-06,VHT,295.8436530723765
2026-07-07,VHT,295.9080767034589
2026-07-08,VHT,295.9725003345413
2026-07-09,VHT,296.03692396562366
2026-03-06,VIS,339.410685767234
2026-03-09,VIS,339.4897447324352
2026-03-10,VIS,339.5708831824521
2026-03-11,VIS,339.6515336071748
2026-03-12,VIS,339.73228585049094
2026-03-13,VIS,339.8130175913068
2026-03-16,VIS,339.8937532174638
2026-03-17,VIS,339.9744881221436
2026-03-18,VIS,340.05522315988645
2026-03-19,VIS,340.13595817315667
2026-03-20,VIS,340.2166931909262
2026-03-23,VIS,340.2974282078682
2026-03-24,VIS,340.3781632249625
2026-03-25,VIS,340.4588982420288
2026-03-26,VIS,340.53963325910024
2026-03-27,VIS,340.62036827617067
2026-03-30,VIS,340.7011032932413
2026-03-31,VIS,340.78183831031197
2026-04-01,VIS,340.86257332738256
2026-04-02,VIS,340.9433083444532
2026-04-03,VIS,341.0240433615238
2026-04-06,VIS,341.1047783785944
2026-04-07,VIS,341.18551339566505
2026-04-08,VIS,341.26624841273565
2026-04-09,VIS,341.3469834298063
2026-04-10,VIS,341.4277184468769
2026-04-13,VIS,341.50845346394755
2026-04-14,VIS,341.58918848101814
2026-04-15,VIS,341.6699234980888
2026-04-16,VIS,341.7506585151594
2026-04-17,VIS,341.83139353223
2026-04-20,VIS,341.91212854930063
2026-04-21,VIS,341.9928635663712
2026-04-22,VIS,342.0735985834419
2026-04-23,VIS,342.1543336005125
2026-04-24,VIS,342.2350686175831
2026-04-27,VIS,342.3158036346537
2026-04-28,VIS,342.39653865172437
2026-04-29,VIS,342.47727366879496
2026-04-30,VIS,342.55800868586556
2026-05-01,VIS,342.6387437029362
2026-05-04,VIS,342.7194787200068
2026-05-05,VIS,342.80021373707746
2026-05-06,VIS,342.88094875414805
2026-05-07,VIS,342.9616837712187
2026-05-08,VIS,343.0424187882893
2026-05-11,VIS,343.12315380535995
2026-05-12,VIS,343.20388882243054
2026-05-13,VIS,343.28462383950114
2026-05-14,VIS,343.3653588565718
2026-05-15,VIS,343.4460938736424
2026-05-18,VIS,343.52682889071303
2026-05-19,VIS,343.60756390778363
2026-05-20,VIS,343.6882989248543
2026-05-21,VIS,343.7690339419249
2026-05-22,VIS,343.8497689589955
2026-05-25,VIS,343.9305039760661
2026-05-26,VIS,344.0112389931367
2026-05-27,VIS,344.09197401020737
2026-05-28,VIS,344.17270902727796
2026-05-29,VIS,344.2534440443486
2026-06-01,VIS,344.3341790614192
2026-06-02,VIS,344.41491407848986
2026-06-03,VIS,344.49564909556045
2026-06-04,VIS,344.57638411263105
2026-06-05,VIS,344.6571191297017
2026-06-08,VIS,344.7378541467723
2026-06-09,VIS,344.81858916384294
2026-06-10,VIS,344.89932418091354
2026-06-11,VIS,344.9800591979842
2026-06-12,VIS,345.0607942150548
2026-06-15,VIS,345.14152923212544
2026-06-16,VIS,345.22226424919603
2026-06-17,VIS,345.3029992662666
2026-06-18,VIS,345.3837342833373
2026-06-19,VIS,345.46446930040787
2026-06-22,VIS,345.5452043174785
2026-06-23,VIS,345.6259393345491
2026-06-24,VIS,345.70667435161977
2026-06-25,VIS,345.78740936869036
2026-06-26,VIS,345.86814438576096
2026-06-29,VIS,345.9488794028316
2026-06-30,VIS,346.0296144199022
2026-07-01,VIS,346.11034943697285
2026-07-02,VIS,346.19108445404345
2026-07-03,VIS,346.2718194711141
2026-07-06,VIS,346.3525544881847
2026-07-07,VIS,346.43328950525535
2026-07-08,VIS,346.51402452232594
2026-07-09,VIS,346.59475953939653
2026-03-06,VGT,733.3435542809931
2026-03-09,VGT,733.5471766592362
2026-03-10,VGT,733.7539945618153
2026-03-11,VGT,733.9595874483542
2026-03-12,VGT,734.1654758769031
2026-03-13,VGT,734.3713025807956
2026-03-16,VGT,734.5771411988021
2026-03-17,VGT,734.7829775950868
2026-03-18,VGT,734.9888143998983
2026-03-19,VGT,735.1946511298244
2026-03-20,VGT,735.4004878734852
2026-03-23,VGT,735.6063246146235
2026-03-24,VGT,735.8121613562256
2026-03-25,VGT,736.0179980977424
2026-03-26,VGT,736.2238348392749
2026-03-27,VGT,736.4296715808046
2026-03-30,VGT,736.6355083223347
2026-03-31,VGT,736.8413450638647
2026-04-01,VGT,737.0471818053948
2026-04-02,VGT,737.2530185469247
2026-04-03,VGT,737.4588552884549
2026-04-06,VGT,737.6646920299848
2026-04-07,VGT,737.870528771515
2026-04-08,VGT,738.076365513045
2026-04-09,VGT,738.282202254575
2026-04-10,VGT,738.488038996105
2026-04-13,VGT,738.6938757376352
2026-04-14,VGT,738.8997124791651
2026-04-15,VGT,739.1055492206953
2026-04-16,VGT,739.3113859622252
2026-04-17,VGT,739.5172227037554
2026-04-20,VGT,739.7230594452853
2026-04-21,VGT,739.9288961868155
2026-04-22,VGT,740.1347329283454
2026-04-23,VGT,740.3405696698755
2026-04-24,VGT,740.5464064114055
2026-04-27,VGT,740.7522431529356
2026-04-28,VGT,740.9580798944656
2026-04-29,VGT,741.1639166359957
2026-04-30,VGT,741.3697533775257
2026-05-01,VGT,741.5755901190558
2026-05-04,VGT,741.7814268605858
2026-05-05,VGT,741.987263602116
2026-05-06,VGT,742.1931003436459
2026-05-07,VGT,742.398937085176
2026-05-08,VGT,742.604773826706
2026-05-11,VGT,742.8106105682361
2026-05-12,VGT,743.0164473097661
2026-05-13,VGT,743.2222840512962
2026-05-14,VGT,743.4281207928262
2026-05-15,VGT,743.6339575343563
2026-05-18,VGT,743.8397942758863
2026-05-19,VGT,744.0456310174164
2026-05-20,VGT,744.2514677589464
2026-05-21,VGT,744.4573045004765
2026-05-22,VGT,744.6631412420065
2026-05-25,VGT,744.8689779835366
2026-05-26,VGT,745.0748147250666
2026-05-27,VGT,745.2806514665967
2026-05-28,VGT,745.4864882081267
2026-05-29,VGT,745.6923249496568
2026-06-01,VGT,745.8981616911868
2026-06-02,VGT,746.1039984327169
2026-06-03,VGT,746.3098351742469
2026-06-04,VGT,746.515671915777
2026-06-05,VGT,746.721508657307
2026-06-08,VGT,746.9273453988371
2026-06-09,VGT,747.1331821403671
2026-06-10,VGT,747.3390188818972
2026-06-11,VGT,747.5448556234272
2026-06-12,VGT,747.7506923649573
2026-06-15,VGT,747.9565291064873
2026-06-16,VGT,748.1623658480174
2026-06-17,VGT,748.3682025895474
2026-06-18,VGT,748.5740393310775
2026-06-19,VGT,748.7798760726075
2026-06-22,VGT,748.9857128141376
2026-06-23,VGT,749.1915495556676
2026-06-24,VGT,749.3973862971977
2026-06-25,VGT,749.6032230387277
2026-06-26,VGT,749.8090597802578
2026-06-29,VGT,750.0148965217878
2026-06-30,VGT,750.2207332633179
2026-07-01,VGT,750.4265700048479
2026-07-02,VGT,750.632406746378
2026-07-03,VGT,750.838243487908
2026-07-06,VGT,751.0440802294381
2026-07-07,VGT,751.2499169709681
2026-07-08,VGT,751.4557537124982
2026-07-09,VGT,751.6615904540282
2026-03-06,VAW,236.59746119476554
2026-03-09,VAW,236.64410134427825
2026-03-10,VAW,236.69251303078548
2026-03-11,VAW,236.7406485402697
2026-03-12,VAW,236.7888535977719
2026-03-13,VAW,236.83704421714384
2026-03-16,VAW,236.8852375488105
2026-03-17,VAW,236.93343037647873
2026-03-18,VAW,236.98162329574873
2026-03-19,VAW,237.02981619841444
2026-03-20,VAW,237.0780091040936
2026-03-23,VAW,237.12620200922498
2026-03-24,VAW,237.17439491445614
2026-03-25,VAW,237.22258781966912
2026-03-26,VAW,237.27078072488538
2026-03-27,VAW,237.31897363010106
2026-03-30,VAW,237.36716653531684
