Symbol,Rolling Window Mean Annual Return,Rolling Window Mean Cumulative Return,Rolling Window Mean Annual Volatility,Rolling Window Mean Sharpe Ratio,Rolling Window Mean Max Drawdown,Simple Moving Averages Annual Return,Simple Moving Averages Cumulative Return,Simple Moving Averages Annual Volatility,Simple Moving Averages Sharpe Ratio,Simple Moving Averages Max Drawdown,RSI Annual Return,RSI Cumulative Return,RSI Annual Volatility,RSI Sharpe Ratio,RSI Max Drawdown,MACD Crossover Annual Return,MACD Crossover Cumulative Return,MACD Crossover Annual Volatility,MACD Crossover Sharpe Ratio,MACD Crossover Max Drawdown,RSI + MACD Annual Return,RSI + MACD Cumulative Return,RSI + MACD Annual Volatility,RSI + MACD Sharpe Ratio,RSI + MACD Max Drawdown,TRIX Annual Return,TRIX Cumulative Return,TRIX Annual Volatility,TRIX Sharpe Ratio,TRIX Max Drawdown,Williams %R Annual Return,Williams %R Cumulative Return,Williams %R Annual Volatility,Williams %R Sharpe Ratio,Williams %R Max Drawdown,Bollinger Band Annual Return,Bollinger Band Cumulative Return,Bollinger Band Annual Volatility,Bollinger Band Sharpe Ratio,Bollinger Band Max Drawdown
Stock_11,-0.08798622791503785,-0.024432439002050832,0.6841429917215432,1.1612307881102013,-0.33958164704723864,-0.02824809347613677,-0.21003941022029138,0.4474049047205416,1.6373872573446913,-0.006568851038889045,-0.3272958029067674,0.1759816940418234,0.7612132962476028,1.1076500488441883,-0.07232088307854068,-0.45597533296668313,0.39808809051174243,0.4214304124238992,2.3390821080149444,-0.3432215252102729,0.07621810075530233,-0.37749385192904905,0.4425118719532104,2.8448816276011377,-0.10000534765748942,-0.25529603022073033,-0.07908082429777985,0.7973348512221566,-0.01108412369999412,-0.45720873017979624,-0.05848901395430017,-0.12388522840156768,0.6692507860971266,2.072315125883045,-0.12422054467016541,-0.019947723563855657,-0.18424632416880626,0.13297350084312887,1.717194003486147,-0.09417664869631548
Stock_12,-0.1806311716056298,-0.050439478042210384,0.587833919371035,-0.3628999879154766,-0.27433720490917807,0.23411157865550813,0.22394032700707267,0.10624366840388436,-0.052840296140009624,-0.5968822880407487,0.408946146842615,0.009467660049953808,0.3372765266612667,-0.6379555415590183,-0.1141179789633891,-0.17860024833716048,-0.18513721831059116,0.10093860190328907,1.8834568327334735,-0.5118277244036848,-0.1013010719195685,-0.2897507584446217,0.700471938026123,-0.745308779925058,-0.4632560903309071,0.42231279274079914,-0.253596873386999,0.6137590288306244,0.018828496871913902,-0.5571339509432482,-0.01425926927108101,-0.10722418133725853,0.4359769237611678,-0.6852871560975444,-0.5316770667361295,-0.44392009831513857,-0.3733061261407705,0.2226831576518299,-0.5152649497508257,-0.5679668367012409
Stock_13,-0.28240259603922513,0.30139318558347783,0.27684550473725533,-0.4904970485296043,-0.4995762866007381,-0.3642219218364946,0.11824099507723984,0.35913431724398137,-0.5169131953519432,-0.15640649858507827,0.4582459801074872,-0.31565102752295526,0.642736752549413,1.7066564013098553,-0.591022535974041,0.07341839426141983,0.47319683899524867,0.22955182506247893,-0.32764968819964757,-0.05276604989906275,-0.4959133577809247,-0.2186152465057113,0.6394205861462975,-0.0021053440871501294,-0.046643826429195956,0.48170566584261776,0.3354266608620132,0.16866638239722823,-0.6121310749878055,-0.5770216596981829,0.4340569200404564,-0.43996269284595846,0.21382109544048322,-0.41413917952412094,-0.06933004537208687,-0.016686511136514315,0.411075578542172,0.3971015329670027,1.0133268789392584,-0.24681344742268863
Stock_14,0.4743067946800349,0.39797337109715836,0.11656594193726598,2.9733401258648504,-0.45760868620126205,-0.49373404123800846,0.39231917972113306,0.7274460327940103,2.7251305518528426,-0.17396566787170914,-0.14099948347504798,-0.13556647212805384,0.4529223012063148,1.194669938652853,-0.24140534276996678,0.14697832575111514,0.2867157775625584,0.35351190670089006,2.4952418588432383,-0.08129384590267785,0.16246137462054333,0.3015218654335512,0.5693404281178913,1.3570698303705813,-0.04115396057799625,-0.08528739158292487,-0.2795167783728775,0.6681146173992437,1.1541380065884939,-0.19777506189124888,-0.10437999765391337,-0.3971872585490043,0.6066018175165573,0.434373158029155,-0.34809063362152176,-0.10729473624443409,-0.05732398453553922,0.5602320151748528,0.19862473410980241,-0.05816410585280629
Stock_15,0.013089038648169238,0.1329901323345064,0.3616226371050353,1.7601990538766232,-0.3939625468296712,0.450263138394023,0.22607945565999765,0.350025013174297,2.523669156745512,-0.5541857915923114,-0.402488538238415,-0.20269267210359942,0.49113814962433266,1.0153654979467999,-0.049374578766533395,-0.10722146180598968,-0.17407641614719171,0.4645683994767943,1.470129755062013,-0.06515523899395592,0.443292823896675,-0.3323983365407309,0.7438387351036042,-0.7206814596667859,-0.05407996354929989,0.12238676173659657,-0.32946391691419097,0.3564978101126186,1.6166838932732954,-0.1328700640092948,0.47454408288042493,0.3040712214151188,0.7815254591459384,1.782564466630563,-0.5694201497844508,0.42163693963598514,-0.3259576404962342,0.6725263438787079,0.5168434071019847,-0.589252262740881
Stock_16,-0.4781658085678342,0.3470046569358898,0.5205534434418679,-0.852636359726684,-0.02007290190706379,0.05135242979362009,-0.24540006313852525,0.7858884099342199,0.6734889617895918,-0.4652515128970278,0.27073812399920183,0.49188076583690654,0.31449680568250404,1.7510315061866497,-0.4271192248450675,-0.2987123483784657,-0.40581308705290464,0.7228416615436,1.1395687407365713,-0.29386912022297695,0.44060276924210884,-0.08335775263664169,0.3136624960632698,0.49860264745655014,-0.14031711516085849,0.22951647540356113,0.27636532974185934,0.7600252375317899,1.93570209297261,-0.3484524039678042,-0.09309585911235374,0.0013616125427661219,0.2863994277896491,2.545574449680233,-0.07668542372239173,0.107582712449106,-0.391176066303602,0.5827758843111382,2.1139700782629527,-0.18927647680079773
Stock_17,0.17790559904058423,-0.3482765858561412,0.615889163301384,1.2379854143612863,-0.4839208105567193,0.46377195395558624,0.4668155554811736,0.46715626162632884,-0.6780455151270748,-0.052936695915744014,0.34718214349791,-0.41909322414367434,0.15594320414016846,-0.5283069974136816,-0.4482240581201805,-0.24569953776745634,0.44462059260775466,0.3295075016590747,2.7132241992253063,-0.271970343803705,-0.37540538567364745,-0.43516404774986006,0.4234533359938879,-0.41950252114261843,-0.41745825641884626,-0.09132385962359413,0.062155793261524095,0.274540756572985,-0.659411124951486,-0.13355199814534813,-0.2656629757196548,-0.4796852336738303,0.6497815720389406,0.6177196597956112,-0.5074100730842469,0.19262059816567134,-0.30959842009261773,0.22435287119888908,2.060818706838704,-0.05899508212752236
Stock_18,0.2455062172064183,-0.010989146681068096,0.4755752189755824,1.233165089290127,-0.4465254426257689,-0.3432196533579872,0.08287007216014275,0.16086333764078725,0.7467998923329762,-0.5630758540429361,-0.2958802324579105,0.39702869638258476,0.5892747512146372,1.3759839806618093,-0.09886918548748558,0.3351697765823469,-0.33837512084585986,0.23907923696941025,0.5898213104204548,-0.15563306119401793,0.10121741754862101,-0.20981841534172985,0.4056832289369663,-0.9721549623515413,-0.3305322374762948,-0.17314465245596034,-0.4013487751057634,0.6454322166989523,-0.18922780877793155,-0.4581212373861419,-0.3693105311056959,-0.3613087173135099,0.31476845730347447,0.7325512597195933,-0.4179153971765449,-0.23793826786438155,0.39406216693339957,0.27685938593033804,1.2686868062729713,-0.21496180565756567
Stock_19,0.0828147441895083,0.10604852569236789,0.7656383272735239,0.7141892876229261,-0.47603485095715986,0.015610164113704306,0.1232751617675425,0.5892868504598574,1.8608432740349299,-0.07957355835371693,0.07813892046417203,0.25752327099297323,0.4283963580830962,2.4363418008979107,-0.4967951716354784,0.31789857351099526,-0.3277727019848172,0.16048530774835354,-0.8636908403550208,-0.37341131080247536,-0.24191323586466296,0.03227377214720584,0.5431852978454534,1.2373632183140182,-0.5877771784797158,-0.23218552396174685,0.4769434929558637,0.4950637500323336,0.7189101050997575,-0.3374679884506062,-0.4093528981621025,0.241339598660819,0.47149059229148216,0.4912168377608097,-0.31479233915906807,0.41755035500631965,0.33695883298743,0.24674067684513,0.20831976543177033,-0.5371431026261321
Stock_20,0.22609282317251456,-0.2967732220082414,0.4533831573298819,1.369368414853278,-0.4089286161989676,-0.09599013350876162,-0.48983865277217864,0.11499720185232389,2.9680449594966585,-0.2049250458843867,0.2925939632066715,-0.3526603599196876,0.3165073898581069,2.0889054645813694,-0.5794831278310272,0.07343060686868486,0.4399076455005655,0.6311976953243191,2.1005291142681237,-0.43826423516536483,-0.02612795474829599,0.4311411740296436,0.22232116239224015,-0.046030016188002065,-0.07286298381570844,-0.2725682838748662,-0.04626034542492452,0.4900498315926153,2.6697712626904817,-0.1318956128373096,-0.3076174552009686,-0.36336330806677497,0.7917966986548713,2.769365557771776,-0.5535821465556165,-0.06337303705462982,0.1147950551871767,0.4182391419386504,1.1653621580578286,-0.016151699063548852
